Gender,SeniorCitizen,Partner,Dependents,Phone Service,Multiple Lines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,SatisfactionScore,CLTV,HasInternet
1,0,1,1,0,0,1,0,1,1,0,0,Two year,0,Mailed check,0,52,1,69,,3,5987,0
1,1,1,0,1,1,1,1,1,1,1,1,Two year,1,Mailed check,0,75,0,72,Offer A,3,6051,1
0,1,0,0,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,65,0,38,,3,4947,0
1,1,1,0,1,0,0,0,0,0,0,1,One year,0,Electronic check,0,71,0,40,,3,3587,1
0,0,1,1,1,1,0,0,0,0,0,0,Two year,1,Mailed check,0,56,1,61,,3,6201,0
1,0,1,0,1,1,1,0,0,1,1,0,One year,1,Credit card (automatic),0,26,0,32,,5,3278,1
0,0,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),0,24,0,21,,3,2113,1
0,1,0,0,1,1,0,0,1,0,1,1,One year,1,Electronic check,0,70,0,59,,5,5513,1
0,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,50,0,47,,3,5134,0
1,0,1,1,1,1,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,63,2,69,,3,4933,0
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,56,0,2,Offer E,5,5824,0
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),0,35,1,22,Offer D,3,4312,0
1,1,1,0,1,1,1,0,1,0,1,0,Month-to-month,1,Electronic check,0,79,0,15,,4,2394,1
0,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,62,0,53,,3,6338,0
0,1,1,0,1,1,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,79,0,28,,4,3136,0
1,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,42,0,22,Offer D,5,4510,0
1,1,1,0,1,0,0,0,1,1,0,1,Month-to-month,1,Electronic check,0,66,0,16,,5,4045,1
0,0,1,1,0,0,1,1,0,1,0,0,Two year,0,Mailed check,0,29,3,48,,4,5701,0
1,1,1,0,1,1,1,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),0,75,0,30,,5,2455,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,33,0,3,Offer E,4,2156,1
1,1,0,0,1,1,1,0,0,1,0,1,Two year,0,Electronic check,0,77,0,57,,3,4276,1
0,0,1,0,1,0,0,0,0,1,1,0,One year,0,Bank transfer (automatic),0,55,0,23,Offer D,4,3835,1
0,0,1,0,1,0,0,0,0,1,1,0,Two year,1,Credit card (automatic),0,46,0,65,,5,6034,1
1,0,1,0,1,0,0,0,0,0,1,1,One year,1,Bank transfer (automatic),0,30,0,44,,5,3786,1
0,0,1,1,1,1,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),0,22,1,71,,3,4204,1
0,0,1,0,1,1,1,0,1,1,0,0,One year,0,Credit card (automatic),0,64,0,37,,4,2873,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,53,0,12,Offer D,4,4497,0
1,0,1,1,1,1,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,20,2,69,Offer A,5,6182,1
0,0,0,0,1,0,1,1,1,0,0,0,Month-to-month,0,Electronic check,0,57,0,35,,4,3463,1
1,0,0,0,1,0,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),0,22,0,5,,4,5636,1
1,0,1,1,1,1,0,0,0,0,1,0,Two year,0,Bank transfer (automatic),0,40,2,58,,3,4348,1
1,0,1,0,1,1,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),0,56,0,72,Offer A,3,5219,1
1,0,1,0,1,1,1,1,1,1,0,0,Two year,0,Mailed check,0,56,0,72,Offer A,3,4613,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,48,0,1,,5,2507,0
1,0,1,1,1,0,0,0,0,0,0,0,One year,0,Credit card (automatic),0,38,3,53,,4,6050,0
0,0,0,0,1,0,0,0,1,1,0,1,Month-to-month,1,Electronic check,0,31,0,27,Offer C,3,4384,1
0,0,1,0,1,0,1,0,0,0,0,0,Month-to-month,0,Electronic check,0,25,0,18,Offer D,3,4809,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,1,Mailed check,0,54,1,46,,3,3136,0
0,0,1,0,1,1,1,0,1,1,1,1,Two year,1,Credit card (automatic),0,38,0,72,Offer A,3,5046,1
0,0,1,0,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,55,0,4,,4,3891,0
0,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,42,0,25,Offer C,3,3875,0
0,0,1,1,0,0,0,1,0,0,1,1,Month-to-month,1,Electronic check,0,27,3,40,,3,2819,0
1,0,1,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,0,47,0,63,,4,5096,1
1,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),0,54,0,14,Offer D,4,3520,1
1,1,1,0,1,1,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,66,0,72,Offer A,4,4265,1
1,0,0,0,1,1,1,1,0,0,1,1,Month-to-month,1,Electronic check,0,55,0,39,Offer C,4,4111,1
0,0,1,1,0,0,1,1,1,0,1,1,Two year,1,Credit card (automatic),0,37,2,47,,3,3248,0
1,0,1,0,1,1,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),0,42,0,19,Offer D,3,4600,1
0,0,0,0,1,1,0,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),0,62,0,17,Offer D,5,3443,1
1,1,1,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,66,0,34,,5,5381,1
0,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,1,Electronic check,0,40,0,42,,5,3637,1
0,0,1,1,1,1,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,25,2,71,Offer A,5,5471,0
1,1,1,0,1,0,1,0,1,0,1,0,Month-to-month,0,Bank transfer (automatic),0,71,0,19,,4,4533,1
1,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,45,0,57,,5,6466,0
1,0,1,0,1,1,0,1,1,1,1,1,Two year,1,Electronic check,0,29,0,72,Offer A,4,4394,1
0,0,0,0,1,0,0,1,0,0,0,1,Month-to-month,1,Mailed check,0,28,0,6,,5,3291,1
1,0,1,0,1,1,0,1,1,0,1,1,Two year,0,Bank transfer (automatic),0,29,0,61,,3,4161,1
1,0,1,1,1,1,1,1,1,1,1,1,Two year,0,Credit card (automatic),0,49,2,48,,3,3922,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,36,0,16,Offer D,3,5667,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,62,0,3,,4,3122,1
1,0,0,0,1,1,0,1,1,0,1,1,Two year,0,Credit card (automatic),0,47,0,65,Offer B,3,5649,1
0,0,1,1,1,1,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,45,3,70,Offer A,4,4388,1
1,0,1,0,1,0,1,0,0,0,1,0,One year,1,Mailed check,0,39,0,60,Offer B,3,5488,1
0,0,1,0,1,1,0,0,0,0,0,0,One year,1,Electronic check,0,23,0,69,Offer A,4,5418,0
0,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,65,0,35,,4,5873,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,43,0,22,Offer D,5,5555,0
1,0,1,1,1,1,0,1,1,0,1,1,Two year,0,Bank transfer (automatic),0,25,1,66,Offer A,5,6236,1
1,0,1,1,1,1,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),0,61,3,34,Offer C,4,4648,1
0,0,1,1,1,1,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,36,1,72,Offer A,3,5335,0
1,0,1,1,0,0,1,0,1,1,1,1,One year,0,Electronic check,0,64,2,31,Offer C,3,4337,0
1,0,0,1,1,1,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,61,2,30,Offer C,3,5915,0
1,1,1,0,0,0,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),0,65,0,19,,5,4615,0
0,0,1,0,1,1,1,0,1,0,1,1,Month-to-month,1,Electronic check,0,35,0,65,Offer B,3,5313,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,49,1,30,Offer C,4,4453,0
1,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,33,0,6,,5,5322,0
0,0,0,0,0,0,0,1,0,0,1,1,Month-to-month,0,Electronic check,0,53,0,2,,5,2580,0
1,0,1,1,1,1,1,0,0,1,0,1,Month-to-month,0,Electronic check,0,61,3,53,Offer B,4,4903,1
1,1,1,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,80,0,7,,4,3533,1
0,0,1,1,1,0,1,0,0,0,0,0,One year,1,Bank transfer (automatic),0,34,2,61,Offer B,3,4577,1
0,0,0,0,1,1,1,0,1,0,1,1,Month-to-month,1,Electronic check,0,34,0,13,Offer D,4,5631,1
1,1,1,0,1,1,0,0,1,0,0,0,One year,1,Bank transfer (automatic),0,76,0,35,,3,2300,1
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,61,0,2,,3,5748,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,50,0,3,,4,2650,1
0,0,0,0,1,1,0,0,0,0,1,1,One year,1,Bank transfer (automatic),0,42,0,62,Offer B,3,4778,1
1,0,1,1,1,1,1,1,1,1,0,1,Two year,0,Credit card (automatic),0,26,2,72,Offer A,3,4495,1
1,0,1,0,1,0,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,56,0,63,Offer B,3,5151,0
0,1,0,0,1,1,1,1,1,1,1,1,One year,1,Bank transfer (automatic),0,74,0,35,,3,2125,1
1,0,1,0,1,1,1,1,0,0,0,1,One year,0,Electronic check,0,19,0,62,Offer B,4,6139,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,34,0,15,Offer D,4,2577,1
0,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,38,0,55,Offer B,3,6250,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,59,0,11,Offer D,3,4492,1
0,0,0,0,1,0,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,24,0,61,Offer B,4,4559,0
0,0,1,0,1,1,1,1,1,1,1,1,Two year,0,Credit card (automatic),0,38,0,71,Offer A,3,4658,1
1,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,33,0,35,Offer C,4,2682,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),0,53,0,17,Offer D,3,3650,1
0,0,1,0,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,21,0,47,Offer B,5,4159,0
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,35,0,3,,3,5867,0
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,46,0,3,,5,4852,0
1,1,1,0,1,0,0,0,0,0,0,0,Two year,1,Credit card (automatic),0,74,0,44,,5,4975,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,51,0,1,,4,4138,1
0,0,1,1,1,1,0,1,1,0,0,1,One year,0,Electronic check,0,40,2,44,Offer B,5,5019,1
0,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Electronic check,0,44,0,18,Offer D,4,4792,1
0,0,1,0,1,0,1,1,1,0,0,1,Two year,0,Bank transfer (automatic),0,25,0,65,Offer B,4,6308,1
1,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,40,0,3,,5,2088,0
1,0,1,0,1,0,1,1,0,1,0,0,Two year,1,Mailed check,0,19,0,33,Offer C,3,3215,1
0,0,0,0,1,0,1,0,1,1,1,1,One year,1,Bank transfer (automatic),0,40,0,34,Offer C,4,3570,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,1,Mailed check,0,40,1,14,Offer D,4,2966,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,27,0,13,Offer D,4,5332,0
1,0,1,1,1,1,0,0,0,0,0,0,One year,0,Mailed check,0,22,3,23,,5,4031,0
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,33,3,47,Offer B,3,3843,0
1,0,0,1,1,0,1,0,0,0,0,0,Month-to-month,1,Mailed check,0,35,3,17,,3,3202,1
1,1,1,0,0,0,0,1,0,0,1,1,Month-to-month,1,Electronic check,0,65,0,59,,4,5546,0
0,0,0,0,1,1,1,0,1,1,1,1,Two year,1,Credit card (automatic),0,42,0,69,Offer A,3,6499,1
1,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Mailed check,0,38,0,10,,4,4292,1
1,0,1,1,1,1,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,56,1,12,,3,3705,0
0,0,1,1,1,0,0,0,1,0,1,0,Month-to-month,1,Mailed check,0,32,2,39,Offer C,3,3900,1
1,1,1,0,1,1,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,80,0,71,Offer A,5,5341,0
1,0,1,1,1,1,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,39,1,71,Offer A,4,5574,0
0,0,1,1,1,1,0,0,0,0,0,0,One year,0,Credit card (automatic),0,22,1,33,Offer C,4,4501,0
1,1,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,75,0,67,Offer A,4,5823,1
0,0,1,0,1,0,0,1,0,0,0,0,Month-to-month,0,Mailed check,0,19,0,9,,4,4623,1
1,0,1,0,1,1,1,0,1,1,0,0,Two year,1,Credit card (automatic),0,61,0,52,Offer B,3,6069,1
0,0,0,0,1,1,0,1,0,0,1,1,One year,0,Electronic check,0,25,0,70,Offer A,5,5980,1
1,0,0,0,1,0,0,1,0,0,0,1,Month-to-month,1,Electronic check,0,60,0,1,,4,5754,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,54,0,1,Offer E,5,4427,1
0,0,0,0,1,1,0,1,0,0,0,0,One year,1,Mailed check,0,43,0,52,Offer B,4,5597,1
1,0,0,0,1,0,0,0,1,0,1,0,Month-to-month,0,Mailed check,0,29,0,6,Offer E,5,2191,1
1,0,1,0,0,0,1,1,0,0,0,0,Month-to-month,0,Mailed check,0,47,0,7,Offer E,4,5100,0
0,0,0,0,1,0,1,0,1,1,0,0,One year,1,Credit card (automatic),0,19,0,26,Offer C,3,5689,1
1,0,1,1,1,0,1,0,0,1,0,0,Month-to-month,0,Electronic check,0,34,1,25,Offer C,4,3971,1
1,0,0,0,1,0,0,0,0,0,0,0,Two year,1,Mailed check,0,19,0,69,Offer A,3,4535,0
0,0,0,0,1,1,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,30,0,72,Offer A,4,4927,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,55,0,4,,5,3172,0
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,35,2,59,Offer B,3,5293,0
1,0,0,0,1,0,1,0,1,0,0,1,Two year,0,Bank transfer (automatic),0,29,0,67,Offer A,4,6035,1
0,1,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,0,70,0,26,,3,4509,1
0,0,0,0,1,0,0,1,1,1,1,1,One year,0,Mailed check,0,20,0,27,Offer C,3,2297,1
1,0,1,1,1,1,1,0,1,0,1,1,Two year,0,Bank transfer (automatic),0,41,2,72,Offer A,3,4427,1
0,0,0,0,1,0,0,0,1,1,0,1,Month-to-month,1,Electronic check,0,60,0,6,Offer E,3,4430,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,55,2,62,Offer B,5,6403,0
1,0,0,0,1,1,0,1,0,1,1,0,One year,1,Electronic check,0,23,0,20,,3,2989,1
1,0,0,0,1,0,1,0,1,1,1,1,Month-to-month,0,Credit card (automatic),0,44,0,6,Offer E,3,2724,1
1,0,0,0,1,1,0,0,0,0,0,0,Two year,0,Mailed check,0,63,0,51,Offer B,3,5080,0
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,44,2,61,Offer B,3,6108,0
1,1,1,0,1,1,1,1,1,0,0,0,Month-to-month,1,Electronic check,0,68,0,62,,4,4415,1
0,0,0,0,1,1,1,0,0,1,0,0,Two year,1,Bank transfer (automatic),0,45,0,72,Offer A,3,4520,1
1,1,0,0,1,0,0,1,0,0,1,0,Month-to-month,1,Electronic check,0,76,0,13,,5,5254,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,1,Mailed check,0,26,3,38,Offer C,4,3614,0
1,1,1,1,1,1,0,1,1,1,1,1,Month-to-month,1,Electronic check,0,70,1,34,,3,5151,1
1,0,0,0,0,0,1,0,1,0,0,0,Month-to-month,0,Mailed check,0,53,0,18,,4,5388,0
1,0,1,1,1,0,0,1,1,1,0,0,One year,1,Mailed check,0,60,1,56,,4,5058,1
0,0,0,0,0,0,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),0,41,0,36,Offer C,4,4452,0
0,1,1,1,1,0,0,1,1,1,1,0,Month-to-month,1,Credit card (automatic),0,75,1,57,,3,4912,1
1,0,1,0,1,0,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),0,45,0,70,Offer A,3,5679,1
0,0,0,0,0,0,0,1,0,1,0,1,Month-to-month,0,Electronic check,0,53,0,68,,3,5750,0
1,0,0,1,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,47,3,1,,4,3518,0
0,0,0,0,1,1,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),0,26,0,37,,5,4040,1
0,0,0,1,1,1,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,20,3,4,Offer E,5,2616,0
1,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Mailed check,0,56,0,1,Offer E,3,3007,1
1,0,0,0,0,0,1,1,1,1,1,0,Month-to-month,1,Credit card (automatic),0,45,0,20,,3,4481,0
1,0,1,1,1,0,1,1,0,1,1,0,Two year,0,Bank transfer (automatic),0,52,1,72,,3,5504,1
1,0,1,0,1,0,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),0,38,0,11,,3,2762,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,35,1,33,,4,2635,0
0,1,0,0,1,1,0,0,0,0,1,0,One year,0,Electronic check,0,69,0,62,,4,4166,1
0,0,0,0,0,0,0,0,1,1,0,0,Month-to-month,0,Mailed check,0,60,0,1,Offer E,5,3929,0
1,0,1,0,1,0,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),0,59,0,16,,3,2942,1
1,0,1,1,1,1,0,0,1,1,1,1,One year,1,Mailed check,0,64,2,22,,3,3571,1
0,0,1,1,1,0,1,0,1,1,0,0,Month-to-month,0,Bank transfer (automatic),0,35,1,49,,3,5511,1
1,0,1,1,1,0,1,0,1,0,0,1,One year,1,Credit card (automatic),0,36,2,36,,3,2504,1
0,0,0,0,1,0,1,0,1,1,0,0,Month-to-month,0,Electronic check,0,56,0,31,,4,5094,1
1,0,1,0,1,1,1,0,0,0,0,1,Month-to-month,1,Electronic check,0,33,0,5,Offer E,3,2576,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,61,1,66,,3,5011,0
1,0,0,0,1,1,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),0,37,0,64,,4,5617,1
1,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,55,3,10,,4,2049,0
1,0,0,0,0,0,0,1,0,1,0,0,Month-to-month,0,Electronic check,0,40,0,29,,5,2555,0
1,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,60,0,57,,5,4193,0
0,0,0,0,1,1,1,1,0,0,0,0,Month-to-month,0,Mailed check,0,37,0,46,,4,3509,1
1,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,62,0,53,,3,5878,0
0,0,0,0,1,0,1,1,0,1,1,1,One year,0,Credit card (automatic),0,45,0,17,,3,5574,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,1,Mailed check,0,54,1,38,,4,2631,0
1,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,49,0,15,,4,5753,0
0,0,0,0,0,0,0,1,0,0,1,1,Month-to-month,1,Electronic check,0,51,0,22,,3,2875,0
0,0,1,0,1,1,0,1,1,1,1,0,One year,0,Bank transfer (automatic),0,25,0,57,,4,4546,1
1,1,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),0,80,0,11,Offer D,5,3355,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,62,3,1,,5,4836,0
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,24,1,12,,4,4843,0
1,0,0,1,1,0,0,1,0,0,1,1,Month-to-month,1,Electronic check,0,55,1,36,,3,4671,1
1,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,0,Electronic check,0,54,0,2,,4,3969,1
1,0,1,1,1,0,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),0,47,1,72,,3,4004,1
1,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,29,0,62,,5,4278,0
0,0,0,0,1,1,0,1,0,0,1,0,Month-to-month,1,Electronic check,0,23,0,6,,5,2370,1
1,0,1,0,1,0,0,0,0,0,0,0,Two year,1,Mailed check,0,44,0,48,,3,2964,0
1,0,0,0,1,1,1,0,1,1,1,1,Two year,1,Electronic check,0,42,0,35,,3,5903,1
1,0,0,1,1,0,0,0,0,0,0,0,One year,0,Credit card (automatic),0,23,2,52,,4,4279,0
0,0,0,0,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,37,0,1,,4,5318,0
0,0,1,0,1,1,1,1,1,1,1,1,Two year,0,Credit card (automatic),0,38,0,71,,3,4493,1
0,0,1,1,1,0,1,1,1,0,0,0,One year,0,Bank transfer (automatic),0,64,3,67,,4,6072,1
1,1,0,0,1,1,1,1,0,0,0,1,One year,1,Electronic check,0,72,0,60,,3,4964,1
1,0,1,1,0,0,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),0,45,1,23,Offer D,4,4960,0
1,0,0,1,0,0,0,0,1,1,1,1,One year,0,Bank transfer (automatic),0,31,3,39,,4,3884,0
1,0,1,1,1,0,0,0,0,0,0,0,One year,1,Mailed check,0,35,3,15,Offer D,4,5471,0
1,0,1,1,1,1,0,0,0,0,0,0,Two year,0,Mailed check,0,58,3,24,,5,5865,0
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,20,2,37,,5,2360,0
0,1,1,0,1,1,0,0,0,1,1,1,One year,1,Electronic check,0,79,0,50,,3,5791,1
0,0,0,0,1,0,0,0,1,0,1,1,One year,1,Credit card (automatic),0,23,0,54,,3,4084,1
0,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Electronic check,0,20,0,3,,3,5125,1
1,0,0,0,1,0,0,0,1,1,0,0,Month-to-month,0,Electronic check,0,23,0,5,,4,5232,1
1,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,21,0,33,,3,2507,0
0,0,0,0,1,1,0,1,1,0,1,1,One year,1,Electronic check,0,51,0,41,,3,4176,1
0,0,1,1,0,0,1,0,1,1,1,1,One year,0,Mailed check,0,52,1,34,,4,3607,0
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,59,1,13,Offer D,3,5417,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,46,0,20,Offer D,5,4277,0
0,1,0,0,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,66,0,51,,5,4224,0
0,0,0,1,1,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),0,58,3,41,,5,4418,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,42,0,13,Offer D,5,2783,0
1,0,1,1,1,1,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,38,3,35,,4,4873,0
1,0,0,0,1,0,1,1,0,1,0,1,Month-to-month,1,Mailed check,0,25,0,4,,4,3094,1
0,1,1,1,0,0,0,0,0,1,0,0,Month-to-month,1,Mailed check,0,70,1,12,Offer D,4,3353,0
0,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,41,0,7,,5,4208,0
0,0,1,0,1,0,1,1,1,1,1,1,One year,0,Electronic check,0,43,0,53,,3,4135,1
1,1,0,0,1,1,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),0,68,0,63,,3,5961,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,33,0,5,,3,5252,0
0,1,1,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,77,0,37,,4,5730,0
0,0,0,1,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,43,1,12,Offer D,3,3280,1
0,0,1,1,1,0,0,0,0,0,0,0,One year,0,Credit card (automatic),0,60,2,38,,3,4623,0
0,0,0,0,1,0,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),0,64,0,9,,5,5850,1
1,0,1,0,1,1,1,0,0,0,0,1,Month-to-month,1,Electronic check,0,56,0,13,Offer D,3,2731,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,52,1,47,,5,3260,0
1,0,1,0,1,1,1,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),0,49,0,61,,4,5404,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,22,0,16,Offer D,3,3705,0
0,0,1,1,1,0,1,1,0,1,1,1,Two year,0,Electronic check,0,20,2,41,,3,5468,1
0,0,0,1,1,1,0,0,0,0,0,0,Two year,1,Electronic check,0,31,3,43,,4,4797,0
0,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,0,27,0,6,,5,2629,1
0,0,0,0,1,1,1,1,1,1,0,0,One year,1,Credit card (automatic),0,56,0,58,,3,5395,1
1,0,0,0,1,0,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),0,62,0,19,Offer D,3,5831,1
1,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,54,0,11,Offer D,5,3880,1
0,0,0,0,0,0,1,1,0,1,0,0,One year,1,Bank transfer (automatic),0,37,0,39,,3,3424,0
0,1,0,0,1,0,0,1,0,0,1,0,Month-to-month,1,Electronic check,0,80,0,8,,5,3950,1
0,0,0,1,1,1,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,53,1,26,,5,4196,1
0,1,0,0,1,0,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),0,75,0,53,,3,6469,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,1,Mailed check,0,38,3,70,,3,5261,0
1,0,0,0,1,1,0,0,0,0,0,0,Two year,0,Mailed check,0,25,0,59,,4,5537,0
1,0,0,0,0,0,1,0,1,0,0,0,One year,0,Mailed check,0,47,0,7,,4,3463,0
1,0,1,1,1,0,0,1,1,1,1,1,One year,0,Credit card (automatic),0,63,2,59,,4,5918,1
