CustomerID,Gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,City,State,Zip Code,SatisfactionScore,CLTV,Churn Reason
2400-XIWIO,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,30,0,71,,Lucerne,California,95458,3,5054,
7524-VRLPL,Male,Yes,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,71,0,69,Offer A,Manchester,California,95459,3,4204,
7569-NMZYQ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,33,3,72,,Middletown,California,95461,4,5475,
5201-USSQZ,Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),No,56,0,26,,Monte Rio,California,95462,4,4038,
2105-PHWON,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No,41,0,33,,Navarro,California,95463,3,4639,
1494-EJZDW,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,51,3,10,,Nice,California,95464,5,2836,
4884-TVUQF,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,80,0,57,Offer B,Occidental,California,95465,4,4421,
8003-EWNDZ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,52,0,10,,Philo,California,95466,4,2066,
1897-RCFUM,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,31,2,39,,Point Arena,California,95468,3,3109,
9256-JTBNZ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,40,0,11,,Potter Valley,California,95469,3,4188,
2211-RMNHO,Female,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,36,2,68,,Rio Nido,California,95471,4,4732,
2432-TFSMK,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No,43,0,18,,Sebastopol,California,95472,3,2269,
4929-ROART,Male,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,47,0,18,,Ukiah,California,95482,4,2277,
1834-ABKHQ,Female,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),No,59,2,52,Offer B,Upper Lake,California,95485,4,4298,
1741-WTPON,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,42,3,56,Offer B,Westport,California,95488,3,4937,
3932-IJWDZ,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,51,0,45,Offer B,Willits,California,95490,5,2183,
1240-HCBOH,Female,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,45,0,67,,Windsor,California,95492,3,6466,
3594-KADLU,Male,No,Yes,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,No,33,0,3,Offer E,Witter Springs,California,95493,3,3610,
8065-BVEPF,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,80,0,65,Offer B,Yorkville,California,95494,4,4574,
3796-ENZGF,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,No,52,0,63,,The Sea Ranch,California,95497,4,6438,
1734-ZMNTZ,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,50,2,11,,Eureka,California,95501,4,5409,
2853-CWQFQ,Male,No,No,Yes,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,No,20,1,1,,Eureka,California,95503,3,5824,
0813-TAXXS,Male,No,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,48,0,55,,Alderpoint,California,95511,5,6483,
2519-TWKFS,Male,No,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,No,34,1,25,,Blocksburg,California,95514,4,2499,
0626-QXNGV,Female,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),No,55,0,72,,Arcata,California,95521,5,5613,
6723-CEGQI,Female,No,No,Yes,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,No,33,2,65,,Bayside,California,95524,5,5712,
4732-RRJZC,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,31,1,7,,Bridgeville,California,95526,3,4954,
9499-XPZXM,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),No,45,0,72,,Burnt Ranch,California,95527,3,4675,
4338-EYCER,Male,No,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),No,57,0,21,,Carlotta,California,95528,3,5763,
3007-FDPEA,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),No,28,0,2,,Fallbrook,California,92028,4,2107,
6350-XFYGW,Male,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,80,0,4,,Ferndale,California,95536,4,2757,
8513-OLYGY,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,50,0,72,,Fortuna,California,95540,3,5130,
0311-QYWSS,Female,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,63,0,6,,Garberville,California,95542,3,3672,
8705-DWKTI,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,58,0,52,,Gasquet,California,95543,3,6339,
8755-IWJHN,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,73,0,69,,Honeydew,California,95545,3,6132,
4480-QQRHC,Female,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,72,0,8,,Hydesville,California,95547,3,4899,
0929-PECLO,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,74,0,63,Offer B,Klamath,California,95548,4,4438,
3680-CTHUH,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,22,0,60,,Kneeland,California,95549,3,5680,
1202-KKGFU,Female,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No,24,0,12,Offer D,Korbel,California,95550,4,4474,
6112-KTHFQ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,50,0,13,Offer D,Loleta,California,95551,5,5917,
1852-XEMDW,Male,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,No,20,0,22,Offer D,Mad River,California,95552,4,4709,
1820-DJFPH,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,59,3,72,,Orick,California,95555,4,4755,
9426-SXNHE,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,23,0,2,,Orleans,California,95556,4,5355,
9068-FHQHD,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,42,3,40,,Petrolia,California,95558,5,3556,
1269-FOYWN,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,23,3,44,,Phillipsville,California,95559,3,3743,
9470-YFUYI,Male,Yes,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),No,69,0,71,,Redway,California,95560,3,5247,
7402-EYFXX,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,65,0,26,Offer C,Salyer,California,95563,5,4030,
9895-VFOXH,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,19,0,1,,Scotia,California,95565,5,5092,
1230-QAJDW,Male,No,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,No,32,0,3,,Somes Bar,California,95568,5,2562,
5701-ZIKJE,Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,28,0,13,Offer D,Redcrest,California,95569,5,5530,
5032-MIYKT,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,19,0,1,,Weott,California,95571,3,4056,
7396-VJUZB,Male,No,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,33,2,4,Offer E,Willow Creek,California,95573,5,2776,
9717-QEBGU,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,51,0,2,Offer E,Leggett,California,95585,4,2980,
5172-RKOCB,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,28,0,72,,Piercy,California,95587,4,5758,
6509-TSGWN,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,42,2,37,,Fallbrook,California,92028,4,5359,
3178-CIFOT,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,34,0,23,Offer D,Amador City,California,95601,3,5916,
4530-NDRKU,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,No,31,3,42,,Auburn,California,95603,4,5091,
5985-TBABQ,Female,No,No,No,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,No,45,0,32,Offer C,West Sacramento,California,95605,4,2830,
9800-ONTFE,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,59,3,22,Offer D,Brooks,California,95606,5,4479,
6743-HHQPF,Male,No,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,26,0,42,,Capay,California,95607,3,4959,
8455-HIRAQ,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,56,0,8,,Carmichael,California,95608,3,4909,
6616-AALSR,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,23,1,65,,Citrus Heights,California,95610,3,4997,
9415-ZNBSX,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,30,1,70,,Cool,California,95614,3,5650,
4018-KJYUY,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,43,2,22,Offer D,Courtland,California,95615,5,2722,
3884-UEBXB,Female,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),No,58,1,67,,Diamond Springs,California,95619,3,6314,
8780-RSYYU,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),No,42,0,25,Offer C,Dixon,California,95620,4,2159,
5537-UXXVS,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,49,0,20,Offer D,Citrus Heights,California,95621,3,4137,
1791-PQHBB,Female,No,No,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,28,2,2,Offer E,El Dorado,California,95623,4,5056,
8701-DGLVH,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,36,0,51,,Elk Grove,California,95624,4,6097,
8741-LQOBK,Female,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,27,2,46,,Elmira,California,95625,3,4829,
8082-GHXOP,Male,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,20,1,13,Offer D,Esparto,California,95627,3,5611,
0980-FEXWF,Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,No,32,1,26,Offer C,Fiddletown,California,95629,5,3386,
3011-WQKSZ,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,41,3,19,Offer D,Foresthill,California,95631,3,5188,
8218-FFJDS,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,21,0,72,,Georgetown,California,95634,3,6114,
1986-PHGZF,Male,Yes,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,73,0,18,Offer D,Greenwood,California,95635,4,2812,
9360-OMDZZ,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,60,0,24,Offer C,Herald,California,95638,3,3192,
0345-XMMUG,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,29,0,46,,Ione,California,95640,5,5119,
8024-XNAFQ,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No,66,0,72,,Isleton,California,95641,4,5294,
2988-GBIVW,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,68,0,70,,Knights Landing,California,95645,4,5129,
2832-SCUCO,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,52,0,2,Offer E,Kirkwood,California,95646,4,2822,
7036-ZZKBD,Male,No,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No,56,0,31,Offer C,Lincoln,California,95648,4,3282,
0265-PSUAE,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),No,57,3,16,Offer D,Lotus,California,95651,4,3337,
0463-TXOAK,Male,No,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,26,1,52,,Madison,California,95653,3,5662,
0594-UFTUL,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,35,3,13,Offer D,Mather,California,95655,4,2928,
9509-MPYOD,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,34,0,35,Offer C,Newcastle,California,95658,4,4261,
9128-CPXKI,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,No,36,0,59,,Nicolaus,California,95659,3,5470,
0129-KPTWJ,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,39,0,72,,North Highlands,California,95660,3,5943,
5855-EIBDE,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,35,0,49,,Orangevale,California,95662,4,5948,
5365-LLFYV,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,43,0,2,Offer E,Penryn,California,95663,3,2245,
5956-YHHRX,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,75,0,21,Offer D,Pilot Hill,California,95664,5,4934,
6008-NAIXK,Male,Yes,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,72,0,54,,Pine Grove,California,95665,3,4521,
1928-BXYIV,Male,No,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,47,0,1,Offer E,Placerville,California,95667,4,4592,
5760-FXFVO,Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,55,0,6,Offer E,Pleasant Grove,California,95668,3,4093,
0961-ZWLVI,Male,No,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No,35,3,49,,Rancho Cordova,California,95670,3,6005,
5181-OABFK,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),No,59,3,56,,Rescue,California,95672,3,4173,
4007-NHVHI,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,69,0,56,,Rio Linda,California,95673,3,5679,
7816-VGHTO,Female,No,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,No,61,2,6,Offer E,Rio Oso,California,95674,5,2866,
5871-DGTXZ,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,55,0,32,Offer C,River Pines,California,95675,4,4636,
7550-WIQVA,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,34,1,50,,Rocklin,California,95677,4,4972,
7544-ZVIKX,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,33,2,58,,Roseville,California,95678,5,5870,
0016-QLJIS,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No,43,1,65,,Sheridan,California,95681,3,5509,
7508-DQAKK,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,21,0,64,,Shingle Springs,California,95682,3,6474,
5176-OLSKT,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),No,49,0,66,Offer A,Sloughhouse,California,95683,4,5546,
9356-AXGMP,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,59,0,38,Offer C,Somerset,California,95684,3,5461,
3556-BVQGL,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,21,0,20,Offer D,Sutter Creek,California,95685,5,3585,
8979-CAMGB,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,No,67,0,64,,Vacaville,California,95687,5,6100,
7581-EBBOU,Female,No,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),No,49,0,60,,Volcano,California,95689,3,4260,
5073-RZGBK,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),No,50,3,50,Offer B,West Sacramento,California,95691,3,5823,
2192-CKRLV,Female,No,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,No,57,0,72,Offer A,Wilton,California,95693,3,4700,
3154-HMWUU,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,28,0,60,Offer B,Winters,California,95694,5,5848,
6119-SPUDB,Male,No,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,No,40,0,46,Offer B,Woodland,California,95695,3,2653,
6522-OIQSX,Female,No,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,60,3,69,Offer A,Alta,California,95701,4,4175,
7813-ZGGAW,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,68,0,31,Offer C,Applegate,California,95703,5,3364,
8748-HFWBO,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,49,3,19,Offer D,Camino,California,95709,5,5964,
1052-QJIBV,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,28,2,71,Offer A,Colfax,California,95713,3,6015,
1319-YLZJG,Male,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,62,0,12,Offer D,Dutch Flat,California,95714,4,2499,
0723-FDLAY,Male,No,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,54,0,44,Offer B,Gold Run,California,95717,5,2292,
3050-RLLXC,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No,51,2,56,Offer B,Kyburz,California,95720,4,5907,
9298-WGMRW,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,26,0,72,Offer A,Echo Lake,California,95721,3,4697,
3088-LHEFH,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,28,0,11,Offer D,Pollock Pines,California,95726,3,3885,
6583-KQJLK,Female,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,66,0,15,Offer D,Twin Bridges,California,95735,3,5868,
8544-JNBOX,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,31,0,72,Offer A,Weimar,California,95736,5,4626,
6681-ZSEXG,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),No,34,0,56,Offer B,Rancho Cordova,California,95742,5,5477,
6139-ZZRBQ,Male,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,79,0,64,,Granite Bay,California,95746,4,4309,
6116-RFVHN,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,20,0,34,Offer C,Roseville,California,95747,5,3744,
8884-FEEWR,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,22,0,35,Offer C,El Dorado Hills,California,95762,4,2858,
3125-RAHBV,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,24,0,22,Offer D,Rocklin,California,95765,4,2768,
0373-AIVNJ,Male,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,No,34,0,9,Offer E,Sacramento,California,95814,3,3755,
1682-VCOIO,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,56,0,23,Offer D,Sacramento,California,95816,5,3434,
2072-ZVJJX,Male,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,47,0,68,Offer A,Sacramento,California,95818,3,4571,
8849-AYPTR,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,55,0,33,Offer C,Sacramento,California,95819,5,3296,
9518-IMLHK,Male,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,48,0,31,,Sacramento,California,95820,4,3175,
3646-ITDGM,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,42,0,56,Offer B,Sacramento,California,95822,4,4831,
3569-VLDHH,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,No,59,3,66,Offer A,Sacramento,California,95824,4,6123,
8224-KDLKN,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,22,2,72,Offer A,Sacramento,California,95825,4,4275,
7594-LZNWR,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,67,0,34,Offer C,Sacramento,California,95826,3,4478,
4001-TSBTV,Female,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,No,49,2,58,Offer B,Sacramento,California,95827,3,6423,
8727-XDPUD,Male,No,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),No,51,0,37,,Sacramento,California,95829,3,5658,
1043-UXOVO,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,25,0,71,Offer A,Sacramento,California,95830,3,4955,
1064-FBXNK,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,55,1,1,,Sacramento,California,95831,3,2618,
3996-ZNWYK,Male,Yes,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,77,1,71,,Sacramento,California,95832,4,5819,
2878-DHMIN,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,No,63,2,35,,Sacramento,California,95833,3,2334,
