Gender,SeniorCitizen,Partner,Dependents,Phone Service,Multiple Lines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,City,State,Zip Code,SatisfactionScore,CLTV,Churn Reason
Male,0,1,0,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),0,63,0,44,,Torrance,California,90504,3,3222,
Female,0,1,1,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),0,47,2,30,Offer C,Torrance,California,90505,3,4631,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0,44,0,71,Offer A,Whittier,California,90601,4,4030,
Male,0,1,0,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),0,32,0,1,Offer E,Whittier,California,90604,5,3514,
Male,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0,80,0,23,,Whittier,California,90605,5,5883,
Female,0,0,1,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),0,55,2,22,,Whittier,California,90606,3,5941,
Female,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),0,25,1,49,,Buena Park,California,90620,5,4170,
Female,0,1,1,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0,33,3,42,,Buena Park,California,90621,5,5697,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,38,1,7,Offer E,Cypress,California,90630,3,3973,
Female,0,1,1,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),0,52,3,67,Offer A,La Habra,California,90631,3,5588,
Male,0,0,0,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,0,24,0,15,,La Mirada,California,90638,5,4999,
Male,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,1,Electronic check,0,42,0,67,Offer A,Montebello,California,90640,4,4001,
Male,0,1,1,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Mailed check,0,61,2,53,,Norwalk,California,90650,4,4590,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0,38,1,21,,Pico Rivera,California,90660,3,3243,
Female,0,1,1,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,0,30,2,40,,Santa Fe Springs,California,90670,4,5807,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),0,49,2,22,,Stanton,California,90680,4,2258,
Male,0,0,0,0,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,0,25,0,39,Offer C,Artesia,California,90701,5,4436,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,35,0,2,Offer E,Avalon,California,90704,4,5761,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,43,2,57,,Bellflower,California,90706,5,4235,
Male,0,1,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0,49,3,8,Offer E,Harbor City,California,90710,4,4854,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,30,1,7,Offer E,Lakewood,California,90715,4,4484,
Male,0,0,0,1,Yes,DSL,No,No,No,Yes,Yes,No,Two year,1,Bank transfer (automatic),0,49,0,49,,Hawaiian Gardens,California,90716,3,6138,
Female,0,0,0,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,1,Electronic check,0,47,0,65,,Lomita,California,90717,3,6421,
Female,0,0,0,1,No,DSL,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0,48,0,55,,Los Alamitos,California,90720,3,4055,
Male,0,1,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0,28,3,71,Offer A,Paramount,California,90723,4,6452,
Male,0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,0,62,0,35,Offer C,San Pedro,California,90731,3,5154,
Male,0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),0,29,0,17,,Surfside,California,90743,3,2754,
Female,0,1,0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,20,0,72,Offer A,Wilmington,California,90744,3,4498,
Female,0,1,1,1,No,Fiber optic,Yes,No,No,No,No,Yes,One year,1,Bank transfer (automatic),0,30,1,28,Offer C,Carson,California,90745,3,5802,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,59,0,18,,Carson,California,90746,4,4329,
Female,0,0,0,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,0,30,0,52,,Long Beach,California,90803,3,6107,
Female,0,1,0,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),0,53,0,47,,Long Beach,California,90804,4,2613,
Female,0,0,0,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),0,44,0,23,,Long Beach,California,90805,5,4790,
Male,0,1,1,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,0,59,2,66,Offer A,Long Beach,California,90806,3,5500,
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0,22,0,8,,Long Beach,California,90807,3,5777,
Female,0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0,23,2,71,Offer A,Long Beach,California,90813,4,6208,
Female,1,0,0,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,0,65,0,50,,Long Beach,California,90814,3,4977,
Male,0,1,0,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,0,23,0,46,,Long Beach,California,90815,4,2680,
Female,0,0,0,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),0,25,0,66,Offer A,Altadena,California,91001,3,4824,
Female,0,1,0,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),0,60,0,42,,Arcadia,California,91006,3,2219,
Female,0,0,0,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,0,62,0,5,,Arcadia,California,91007,5,2296,
Male,0,0,0,1,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,0,Credit card (automatic),0,25,0,29,Offer C,La Canada Flintridge,California,91011,4,2064,
Female,0,1,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,0,37,5,27,Offer C,Monrovia,California,91016,3,5580,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,25,3,25,Offer C,Sierra Madre,California,91024,3,5306,
Male,0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,0,36,0,57,,Sunland,California,91040,4,5586,
Female,1,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,0,73,0,47,,Pasadena,California,91101,3,4787,
Female,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,0,47,0,13,,Pasadena,California,91103,3,2054,
Male,0,1,1,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,1,Electronic check,0,42,3,71,Offer A,Pasadena,California,91106,3,4756,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,0,57,0,1,,Glendale,California,91201,3,3666,
Male,1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,0,73,0,2,,Glendale,California,91202,3,5098,
Male,1,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,0,70,0,55,,Glendale,California,91203,4,4222,
Male,1,0,0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,0,67,0,71,,Glendale,California,91204,3,6423,
Male,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,33,1,50,,Glendale,California,91205,5,6019,
Male,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0,49,0,1,,Glendale,California,91206,5,5579,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0,32,0,5,,Glendale,California,91207,3,3056,
Female,0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),0,44,0,66,Offer A,Glendale,California,91208,3,4494,
Female,0,1,1,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,0,32,2,49,,La Crescenta,California,91214,3,4567,
Female,1,1,0,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,0,75,0,3,,Agoura Hills,California,91301,5,4133,
Male,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),0,32,3,66,Offer A,Calabasas,California,91302,4,5517,
Male,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,0,31,2,11,,Canoga Park,California,91303,5,3157,
Male,0,0,0,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),0,29,0,28,Offer C,Canoga Park,California,91304,4,2653,
Male,0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Electronic check,0,31,0,65,,Winnetka,California,91306,4,6300,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0,45,0,62,,West Hills,California,91307,4,4937,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),0,38,0,2,,Chatsworth,California,91311,3,4158,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),0,57,0,2,,Encino,California,91316,5,3746,
Female,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0,36,3,55,Offer B,Newbury Park,California,91320,5,4466,
Male,1,1,0,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,0,65,0,41,Offer B,Newhall,California,91321,3,4914,
Female,0,0,0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0,64,0,30,,Northridge,California,91325,5,4584,
Male,0,0,0,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,0,58,0,17,,Porter Ranch,California,91326,3,5025,
Female,0,1,1,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),0,32,1,16,,Pacoima,California,91331,3,3559,
Male,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,25,0,72,Offer A,Reseda,California,91335,5,5398,
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0,48,0,9,,San Fernando,California,91340,5,2062,
Female,0,0,0,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,0,43,0,1,,Sylmar,California,91342,4,4237,
Male,0,0,1,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,0,64,1,23,,North Hills,California,91343,4,2496,
Male,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),0,28,3,8,,Granada Hills,California,91344,5,4119,
Male,0,1,1,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,0,23,1,19,,Mission Hills,California,91345,3,3422,
Female,0,0,0,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,0,46,0,7,Offer E,Santa Clarita,California,91350,4,4389,
Male,0,0,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,0,Electronic check,0,24,0,61,Offer B,Sun Valley,California,91352,3,4344,
Female,0,1,0,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),0,32,0,57,Offer B,Valencia,California,91354,3,5779,
Male,0,0,1,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,0,Mailed check,0,31,3,15,,Tarzana,California,91356,4,4442,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,42,0,1,Offer E,Thousand Oaks,California,91360,3,4639,
Female,0,1,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0,39,0,12,,Westlake Village,California,91361,3,5790,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,48,0,54,Offer B,Thousand Oaks,California,91362,3,6094,
Male,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,0,40,2,4,Offer E,Woodland Hills,California,91364,5,2114,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0,23,0,20,,Oak Park,California,91377,3,4390,
Female,0,0,1,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,0,51,2,26,,Stevenson Ranch,California,91381,4,3287,
Female,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0,36,0,53,Offer B,Van Nuys,California,91401,4,4163,
Female,0,0,0,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0,38,0,68,Offer A,Sherman Oaks,California,91403,3,4146,
Male,0,1,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,64,2,72,Offer A,Van Nuys,California,91405,4,5028,
Male,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),0,61,0,12,Offer D,Van Nuys,California,91406,5,4443,
Female,0,1,0,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),0,52,0,68,Offer A,Sherman Oaks,California,91423,3,5520,
Female,0,0,1,1,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,1,Credit card (automatic),0,25,2,50,Offer B,Encino,California,91436,4,4798,
Female,1,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0,78,0,41,Offer B,Burbank,California,91502,5,4477,
Male,1,1,0,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,0,79,0,30,Offer C,Burbank,California,91504,5,4828,
Male,0,0,0,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,0,62,0,1,Offer E,Burbank,California,91505,5,3259,
Male,1,1,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0,69,1,29,Offer C,Burbank,California,91506,4,3733,
Female,0,1,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,20,2,23,Offer D,North Hollywood,California,91601,4,5991,
Male,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,49,2,60,Offer B,North Hollywood,California,91602,3,5316,
Female,0,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,21,0,72,Offer A,Studio City,California,91604,4,5534,
Male,0,0,0,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),0,32,0,72,Offer A,North Hollywood,California,91606,3,6284,
Female,1,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),0,72,0,66,,Valley Village,California,91607,3,4722,
Female,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,0,54,0,72,Offer A,Rancho Cucamonga,California,91701,4,5065,
Female,0,0,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,0,19,0,51,Offer B,Baldwin Park,California,91706,4,4363,
Female,0,1,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,0,47,1,70,Offer A,Chino Hills,California,91709,5,6319,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,0,28,0,9,,Chino,California,91710,4,3643,
Male,0,1,1,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,0,40,3,59,Offer B,Claremont,California,91711,4,4952,
Male,0,0,1,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,0,44,1,3,Offer E,Covina,California,91722,3,2584,
Male,1,1,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,0,69,0,38,Offer C,Covina,California,91723,3,3511,
Female,0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),0,52,0,37,,Covina,California,91724,3,5135,
Male,0,0,0,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),0,35,0,37,,Rancho Cucamonga,California,91730,4,3183,
Female,0,1,1,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),0,29,2,14,Offer D,El Monte,California,91732,3,5723,
Male,0,1,0,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,58,0,72,Offer A,South El Monte,California,91733,4,6258,
Male,0,1,1,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Credit card (automatic),0,25,3,72,Offer A,Glendora,California,91740,4,4710,
Female,1,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0,77,0,17,,Glendora,California,91741,3,3689,
Female,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0,51,0,10,Offer D,Rowland Heights,California,91748,3,5594,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,0,38,2,10,Offer E,La Verne,California,91750,5,4890,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,55,0,1,Offer E,Mira Loma,California,91752,3,5370,
Female,0,0,0,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),0,42,0,29,,Monterey Park,California,91754,3,2810,
Female,1,1,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,0,65,3,65,Offer B,Monterey Park,California,91755,4,6211,
Female,0,0,0,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),0,37,0,8,Offer E,Mt Baldy,California,91759,3,3033,
Male,0,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,48,0,61,Offer B,Ontario,California,91761,4,6015,
Female,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),0,68,0,45,Offer B,Ontario,California,91762,4,2636,
Male,0,1,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),0,35,1,72,Offer A,Montclair,California,91763,5,4750,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,0,50,2,12,Offer D,Ontario,California,91764,4,5209,
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,0,22,0,7,,Diamond Bar,California,91765,5,4329,
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,0,19,0,9,Offer E,Pomona,California,91766,4,5457,
Male,0,1,1,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),0,54,2,58,Offer B,Pomona,California,91768,4,4777,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,37,2,2,Offer E,San Dimas,California,91773,4,5113,
Female,0,1,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),0,24,0,40,Offer B,San Gabriel,California,91776,4,4078,
Male,0,0,0,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,0,43,0,9,Offer E,Temple City,California,91780,4,4544,
Male,0,0,0,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,0,62,0,41,Offer B,Upland,California,91784,3,5549,
Female,0,0,0,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),0,27,0,26,,Upland,California,91786,4,4020,
Female,0,1,0,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),0,27,0,33,,Walnut,California,91789,3,3160,
Male,0,1,1,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),0,56,2,68,,West Covina,California,91790,3,4437,
Female,1,1,0,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,65,0,65,Offer B,West Covina,California,91791,4,4872,
Male,0,0,0,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,1,Electronic check,0,47,0,55,Offer B,West Covina,California,91792,3,5151,
Male,0,0,0,1,No,Fiber optic,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),0,49,0,19,Offer D,Alhambra,California,91803,3,4446,
Female,0,0,0,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),0,42,0,45,Offer B,Alpine,California,91901,3,5470,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0,32,1,70,,Bonita,California,91902,3,5219,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,0,60,0,12,Offer D,Chula Vista,California,91910,4,5453,
Male,0,0,1,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0,20,3,72,,Chula Vista,California,91911,3,5592,
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,0,38,0,12,Offer D,Chula Vista,California,91913,5,5674,
Male,1,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0,68,0,71,,Chula Vista,California,91915,3,5775,
Male,1,0,0,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,0,79,0,35,,Descanso,California,91916,4,2715,
Male,0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0,54,3,70,,Dulzura,California,91917,3,5035,
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0,30,0,31,,Guatay,California,91931,5,2421,
Male,1,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,0,65,0,30,,La Mesa,California,91941,3,2009,
Female,0,0,0,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,0,26,0,33,,La Mesa,California,91942,4,4460,
Male,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,0,77,0,54,Offer B,Lemon Grove,California,91945,4,4425,
Female,0,0,0,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),0,62,0,59,Offer B,Mount Laguna,California,91948,3,4244,
Male,1,0,0,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,0,77,0,55,Offer B,National City,California,91950,3,5829,
Male,1,1,0,0,No phone service,DSL,No,No,Yes,No,No,No,One year,1,Credit card (automatic),0,69,0,69,,Pine Valley,California,91962,3,5681,
Female,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),0,33,0,66,,Potrero,California,91963,5,5868,
Male,0,1,1,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Mailed check,0,28,3,37,,Spring Valley,California,91977,4,3483,
Male,1,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),0,79,0,9,,Spring Valley,California,91978,3,5601,
Male,0,1,1,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0,47,3,69,,Tecate,California,91980,3,4667,
Male,0,0,0,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,0,36,0,10,Offer D,Bonsall,California,92003,3,2385,
Male,0,0,1,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),0,50,1,13,Offer D,Cardiff By The Sea,California,92007,5,3660,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,64,3,69,,Carlsbad,California,92009,4,4554,
Female,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),0,73,0,66,,Del Mar,California,92014,3,5360,
Male,0,1,1,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Mailed check,0,52,2,46,Offer B,El Cajon,California,92020,4,4258,
Female,0,1,1,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,0,36,2,56,Offer B,Encinitas,California,92024,3,5012,
Male,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,28,3,70,,Escondido,California,92025,3,5114,
Female,0,1,1,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,0,47,2,33,,Escondido,California,92026,5,3555,
Female,0,1,1,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),0,56,3,72,,Escondido,California,92027,3,6063,
Female,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,0,59,2,19,Offer D,Escondido,California,92029,3,3749,
Female,0,1,0,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,48,0,71,,La Jolla,California,92037,5,5617,
